queue_id,queued_at,source,outcome,duration,requested_media_type
68058f1a9c69,09/03/21 13:39,button_embed,canceled,29,text
68058f1a9c69,09/03/21 13:39,tab,canceled,85,text
68058f1a9c69,09/03/21 13:41,button_embed,canceled,5,text
68058f1a9c69,09/03/21 13:41,tab,finished,478,text
68058f1a9c69,09/03/21 13:41,button_embed,canceled,4,text
68058f1a9c69,09/03/21 13:42,button_embed,canceled,32,text
68058f1a9c69,09/03/21 13:43,button_embed,canceled,44,text
68058f1a9c69,09/03/21 13:43,button_embed,canceled,124,text
68058f1a9c69,09/03/21 13:44,button_embed,finished,196,text
68058f1a9c69,09/03/21 13:44,button_embed,finished,276,text
68058f1a9c69,09/03/21 13:44,button_embed,disconnected,202,text
68058f1a9c69,09/03/21 13:45,button_embed,canceled,2,text
68058f1a9c69,09/03/21 13:47,button_embed,canceled,136,text
68058f1a9c69,09/03/21 13:47,button_embed,finished,146,text
68058f1a9c69,09/03/21 13:50,tab,finished,11,text
68058f1a9c69,09/03/21 13:50,tab,finished,295,text
68058f1a9c69,09/03/21 13:51,tab,canceled,9,text
68058f1a9c69,09/03/21 13:53,tab,canceled,20,text
68058f1a9c69,09/03/21 13:54,button_embed,canceled,98,text
68058f1a9c69,09/03/21 13:54,button_embed,finished,12,text
68058f1a9c69,09/03/21 13:54,tab,canceled,4,text
68058f1a9c69,09/03/21 13:54,button_embed,finished,3,text
68058f1a9c69,09/03/21 13:55,tab,finished,170,text
68058f1a9c69,09/03/21 13:58,button_embed,finished,395,text
68058f1a9c69,09/03/21 13:59,button_embed,finished,4,text
68058f1a9c69,09/03/21 14:00,button_embed,canceled,11,text
68058f1a9c69,09/03/21 14:01,tab,disconnected,94,text
68058f1a9c69,09/03/21 14:02,button_embed,canceled,5,text
68058f1a9c69,09/03/21 14:02,button_embed,finished,7,text
68058f1a9c69,09/03/21 14:02,button_embed,finished,3,text
68058f1a9c69,09/03/21 14:02,button_embed,finished,60,text
68058f1a9c69,09/03/21 14:03,button_embed,finished,40,text
68058f1a9c69,09/03/21 14:03,button_embed,finished,8,text
68058f1a9c69,09/03/21 14:03,button_embed,finished,188,text
68058f1a9c69,09/03/21 14:05,tab,finished,8,text
68058f1a9c69,09/03/21 14:05,button_embed,finished,5,text
68058f1a9c69,09/03/21 14:06,button_embed,finished,3,text
68058f1a9c69,09/03/21 14:08,button_embed,finished,20,text
68058f1a9c69,09/03/21 14:09,button_embed,finished,5,text
68058f1a9c69,09/03/21 14:09,button_embed,finished,21,text
68058f1a9c69,09/03/21 14:09,button_embed,finished,4,text
68058f1a9c69,09/03/21 14:11,button_embed,canceled,43,text
bf6b8223d92e,09/03/21 14:12,tab,finished,8,text
68058f1a9c69,09/03/21 14:12,button_embed,disconnected,104,text
bf6b8223d92e,09/03/21 14:12,tab,finished,10,text
68058f1a9c69,09/03/21 14:12,button_embed,finished,2,text
68058f1a9c69,09/03/21 14:14,button_embed,canceled,70,text
68058f1a9c69,09/03/21 14:15,button_embed,finished,5,text
68058f1a9c69,09/03/21 14:15,button_embed,finished,13,text
68058f1a9c69,09/03/21 14:16,button_embed,canceled,26,text
bf6b8223d92e,09/03/21 14:16,tab,finished,8,text
68058f1a9c69,09/03/21 14:16,button_embed,finished,96,text
68058f1a9c69,09/03/21 14:16,button_embed,canceled,42,text
68058f1a9c69,09/03/21 14:17,button_embed,finished,7,text
68058f1a9c69,09/03/21 14:17,button_embed,finished,4,text
68058f1a9c69,09/03/21 14:17,tab,finished,8,text
68058f1a9c69,09/03/21 14:17,tab,finished,3,text
68058f1a9c69,09/03/21 14:18,tab,finished,15,text
68058f1a9c69,09/03/21 14:19,tab,finished,3,text
68058f1a9c69,09/03/21 14:19,tab,finished,4,text
bf6b8223d92e,09/03/21 14:20,tab,finished,662,text
68058f1a9c69,09/03/21 14:21,button_embed,finished,9,text
68058f1a9c69,09/03/21 14:21,button_embed,finished,12,text
68058f1a9c69,09/03/21 14:22,tab,finished,13,text
68058f1a9c69,09/03/21 14:23,button_embed,canceled,79,text
bf6b8223d92e,09/03/21 14:23,tab,finished,4,text
68058f1a9c69,09/03/21 14:23,button_embed,finished,10,text
68058f1a9c69,09/03/21 14:25,button_embed,finished,6,text
bf6b8223d92e,09/03/21 14:25,tab,finished,649,text
bf6b8223d92e,09/03/21 14:26,tab,finished,300,text
e901326308d7,09/03/21 14:27,offline_phone,canceled,74,phone
68058f1a9c69,09/03/21 14:27,button_embed,finished,55,text
bf6b8223d92e,09/03/21 14:27,tab,finished,399,text
e901326308d7,09/03/21 14:27,offline_phone,finished,14,phone
68058f1a9c69,09/03/21 14:28,button_embed,finished,1,text
bf6b8223d92e,09/03/21 14:28,tab,finished,7,text
68058f1a9c69,09/03/21 14:28,button_embed,finished,7,text
68058f1a9c69,09/03/21 14:28,button_embed,finished,12,text
23825e66b683,09/03/21 14:29,sdk,finished,1,text
bf6b8223d92e,09/03/21 14:29,tab,finished,5,text
23825e66b683,09/03/21 14:30,sdk,finished,0,text
68058f1a9c69,09/03/21 14:30,button_embed,finished,9,text
bf6b8223d92e,09/03/21 14:30,tab,finished,339,text
68058f1a9c69,09/03/21 14:31,button_embed,finished,6,text
68058f1a9c69,09/03/21 14:31,button_embed,finished,6,text
23825e66b683,09/03/21 14:32,sdk,finished,2,text
68058f1a9c69,09/03/21 14:32,tab,finished,4,text
68058f1a9c69,09/03/21 14:34,button_embed,finished,6,text
e901326308d7,09/03/21 14:34,offline_phone,canceled,132,phone
bf6b8223d92e,09/03/21 14:35,tab,finished,190,text
bf6b8223d92e,09/03/21 14:36,tab,canceled,110,text
68058f1a9c69,09/03/21 14:36,tab,finished,7,text
bf6b8223d92e,09/03/21 14:36,tab,finished,345,text
68058f1a9c69,09/03/21 14:36,tab,finished,14,text
e901326308d7,09/03/21 14:37,offline_phone,finished,12,phone
bf6b8223d92e,09/03/21 14:38,tab,finished,868,text
bf6b8223d92e,09/03/21 14:38,tab,finished,9,text
68058f1a9c69,09/03/21 14:39,button_embed,finished,6,text
68058f1a9c69,09/03/21 14:40,button_embed,finished,10,text
68058f1a9c69,09/03/21 14:41,tab,finished,7,text
bf6b8223d92e,09/03/21 14:41,tab,finished,176,text
bf6b8223d92e,09/03/21 14:42,tab,disconnected,186,text
bf6b8223d92e,09/03/21 14:43,tab,finished,252,text
bf6b8223d92e,09/03/21 14:43,tab,disconnected,135,text
bf6b8223d92e,09/03/21 14:43,tab,finished,158,text
68058f1a9c69,09/03/21 14:43,button_embed,finished,2,text
68058f1a9c69,09/03/21 14:44,button_embed,finished,16,text
68058f1a9c69,09/03/21 14:46,tab,finished,4,text
e901326308d7,09/03/21 14:46,offline_phone,finished,389,phone
68058f1a9c69,09/03/21 14:46,button_embed,finished,73,text
e901326308d7,09/03/21 14:47,offline_phone,finished,116,phone
bf6b8223d92e,09/03/21 14:48,tab,canceled,81,text
68058f1a9c69,09/03/21 14:48,tab,finished,15,text
bf6b8223d92e,09/03/21 14:48,tab,disconnected,219,text
68058f1a9c69,09/03/21 14:48,tab,finished,6,text
23825e66b683,09/03/21 14:48,sdk,finished,2,text
bf6b8223d92e,09/03/21 14:49,tab,disconnected,339,text
68058f1a9c69,09/03/21 14:49,button_embed,finished,14,text
68058f1a9c69,09/03/21 14:49,button_embed,finished,7,text
e901326308d7,09/03/21 14:49,offline_phone,finished,156,phone
68058f1a9c69,09/03/21 14:51,tab,finished,9,text
bf6b8223d92e,09/03/21 14:51,tab,finished,331,text
bf6b8223d92e,09/03/21 14:51,tab,finished,22,text
bf6b8223d92e,09/03/21 14:51,tab,finished,124,text
bf6b8223d92e,09/03/21 14:52,tab,finished,301,text
68058f1a9c69,09/03/21 14:52,button_embed,finished,9,text
68058f1a9c69,09/03/21 14:52,button_embed,finished,7,text
bf6b8223d92e,09/03/21 14:53,tab,finished,167,text
68058f1a9c69,09/03/21 14:53,button_embed,finished,22,text
23825e66b683,09/03/21 14:54,sdk,finished,3,text
68058f1a9c69,09/03/21 14:54,tab,finished,18,text
bf6b8223d92e,09/03/21 14:55,tab,finished,198,text
bf6b8223d92e,09/03/21 14:55,tab,finished,383,text
68058f1a9c69,09/03/21 14:55,button_embed,finished,3,text
bf6b8223d92e,09/03/21 14:56,tab,finished,7,text
68058f1a9c69,09/03/21 14:56,tab,finished,77,text
bf6b8223d92e,09/03/21 14:56,tab,disconnected,213,text
bf6b8223d92e,09/03/21 14:56,tab,disconnected,210,text
bf6b8223d92e,09/03/21 14:56,tab,finished,301,text
e901326308d7,09/03/21 14:56,offline_phone,finished,6,phone
68058f1a9c69,09/03/21 14:57,tab,finished,9,text
68058f1a9c69,09/03/21 14:57,button_embed,finished,5,text
e901326308d7,09/03/21 14:57,offline_phone,canceled,95,phone
68058f1a9c69,09/03/21 14:58,tab,finished,6,text
bf6b8223d92e,09/03/21 14:58,tab,finished,69,text
68058f1a9c69,09/03/21 14:58,button_embed,finished,6,text
68058f1a9c69,09/03/21 14:58,button_embed,finished,11,text
68058f1a9c69,09/03/21 14:59,button_embed,finished,4,text
bf6b8223d92e,09/03/21 14:59,tab,finished,278,text
68058f1a9c69,09/03/21 15:00,button_embed,finished,18,text
bf6b8223d92e,09/03/21 15:00,tab,finished,316,text
68058f1a9c69,09/03/21 15:01,button_embed,finished,8,text
23825e66b683,09/03/21 15:03,sdk,finished,3,text
23825e66b683,09/03/21 15:04,sdk,finished,1,text
68058f1a9c69,09/03/21 15:04,button_embed,finished,5,text
bf6b8223d92e,09/03/21 15:05,tab,finished,5,text
bf6b8223d92e,09/03/21 15:05,tab,finished,64,text
bf6b8223d92e,09/03/21 15:05,tab,finished,391,text
68058f1a9c69,09/03/21 15:05,tab,finished,9,text
bf6b8223d92e,09/03/21 15:05,tab,finished,18,text
68058f1a9c69,09/03/21 15:05,button_embed,finished,6,text
bf6b8223d92e,09/03/21 15:06,tab,canceled,24,text
68058f1a9c69,09/03/21 15:07,tab,finished,14,text
23825e66b683,09/03/21 15:07,sdk,finished,3,text
68058f1a9c69,09/03/21 15:08,button_embed,canceled,26,text
68058f1a9c69,09/03/21 15:08,button_embed,finished,7,text
68058f1a9c69,09/03/21 15:08,button_embed,finished,5,text
23825e66b683,09/03/21 15:10,sdk,finished,3,text
e901326308d7,09/03/21 15:10,offline_phone,canceled,95,phone
bf6b8223d92e,09/03/21 15:11,tab,finished,427,text
23825e66b683,09/03/21 15:11,sdk,finished,1,text
68058f1a9c69,09/03/21 15:12,button_embed,finished,6,text
bf6b8223d92e,09/03/21 15:12,tab,disconnected,311,text
68058f1a9c69,09/03/21 15:12,button_embed,finished,6,text
bf6b8223d92e,09/03/21 15:13,tab,finished,224,text
68058f1a9c69,09/03/21 15:13,button_embed,finished,9,text
68058f1a9c69,09/03/21 15:13,button_embed,finished,8,text
bf6b8223d92e,09/03/21 15:13,tab,finished,436,text
68058f1a9c69,09/03/21 15:14,button_embed,finished,59,text
68058f1a9c69,09/03/21 15:15,tab,finished,6,text
bf6b8223d92e,09/03/21 15:16,tab,canceled,20,text
bf6b8223d92e,09/03/21 15:17,tab,finished,468,text
bf6b8223d92e,09/03/21 15:17,tab,finished,199,text
bf6b8223d92e,09/03/21 15:17,tab,canceled,238,text
68058f1a9c69,09/03/21 15:18,button_embed,finished,5,text
e901326308d7,09/03/21 15:18,offline_phone,finished,16,phone
bf6b8223d92e,09/03/21 15:19,tab,finished,295,text
68058f1a9c69,09/03/21 15:19,button_embed,finished,6,text
68058f1a9c69,09/03/21 15:19,tab,canceled,6,text
68058f1a9c69,09/03/21 15:19,tab,finished,6,text
e901326308d7,09/03/21 15:20,offline_phone,finished,255,phone
68058f1a9c69,09/03/21 15:21,button_embed,finished,4,text
bf6b8223d92e,09/03/21 15:21,tab,finished,349,text
68058f1a9c69,09/03/21 15:22,button_embed,finished,5,text
bf6b8223d92e,09/03/21 15:22,tab,finished,322,text
68058f1a9c69,09/03/21 15:22,tab,finished,8,text
68058f1a9c69,09/03/21 15:23,tab,finished,8,text
bf6b8223d92e,09/03/21 15:23,tab,finished,223,text
68058f1a9c69,09/03/21 15:23,button_embed,finished,6,text
68058f1a9c69,09/03/21 15:23,tab,finished,41,text
bf6b8223d92e,09/03/21 15:23,tab,canceled,46,text
68058f1a9c69,09/03/21 15:23,button_embed,finished,4,text
bf6b8223d92e,09/03/21 15:24,tab,finished,212,text
bf6b8223d92e,09/03/21 15:24,tab,finished,79,text
bf6b8223d92e,09/03/21 15:24,tab,finished,250,text
bf6b8223d92e,09/03/21 15:25,tab,finished,340,text
68058f1a9c69,09/03/21 15:25,button_embed,finished,14,text
68058f1a9c69,09/03/21 15:26,button_embed,finished,6,text
68058f1a9c69,09/03/21 15:27,button_embed,finished,14,text
68058f1a9c69,09/03/21 15:27,button_embed,finished,13,text
68058f1a9c69,09/03/21 15:28,button_embed,finished,5,text
68058f1a9c69,09/03/21 15:28,button_embed,finished,15,text
68058f1a9c69,09/03/21 15:29,tab,finished,2,text
bf6b8223d92e,09/03/21 15:29,tab,finished,41,text
68058f1a9c69,09/03/21 15:29,button_embed,finished,4,text
23825e66b683,09/03/21 15:29,sdk,finished,1,text
68058f1a9c69,09/03/21 15:30,tab,finished,9,text
68058f1a9c69,09/03/21 15:30,button_embed,canceled,18,text
bf6b8223d92e,09/03/21 15:30,tab,finished,261,text
68058f1a9c69,09/03/21 15:30,tab,finished,4,text
bf6b8223d92e,09/03/21 15:30,tab,finished,288,text
68058f1a9c69,09/03/21 15:31,button_embed,finished,22,text
bf6b8223d92e,09/03/21 15:31,tab,finished,310,text
23825e66b683,09/03/21 15:31,sdk,finished,3,text
bf6b8223d92e,09/03/21 15:31,tab,finished,252,text
bf6b8223d92e,09/03/21 15:31,tab,finished,136,text
68058f1a9c69,09/03/21 15:32,button_embed,finished,1,text
68058f1a9c69,09/03/21 15:32,button_embed,finished,12,text
23825e66b683,09/03/21 15:32,sdk,finished,2,text
23825e66b683,09/03/21 15:32,sdk,finished,3,text
68058f1a9c69,09/03/21 15:33,tab,finished,4,text
68058f1a9c69,09/03/21 15:33,button_embed,finished,8,text
bf6b8223d92e,09/03/21 15:33,tab,canceled,75,text
bf6b8223d92e,09/03/21 15:34,tab,finished,166,text
bf6b8223d92e,09/03/21 15:34,tab,finished,189,text
68058f1a9c69,09/03/21 15:35,button_embed,finished,9,text
bf6b8223d92e,09/03/21 15:36,tab,disconnected,193,text
23825e66b683,09/03/21 15:36,sdk,finished,0,text
68058f1a9c69,09/03/21 15:36,button_embed,finished,11,text
bf6b8223d92e,09/03/21 15:36,tab,finished,138,text
68058f1a9c69,09/03/21 15:37,tab,finished,14,text
bf6b8223d92e,09/03/21 15:37,tab,finished,238,text
bf6b8223d92e,09/03/21 15:37,tab,finished,4,text
68058f1a9c69,09/03/21 15:38,button_embed,finished,4,text
23825e66b683,09/03/21 15:38,sdk,finished,2,text
68058f1a9c69,09/03/21 15:38,tab,finished,12,text
e901326308d7,09/03/21 15:39,offline_phone,finished,9,phone
68058f1a9c69,09/03/21 15:39,button_embed,finished,4,text
68058f1a9c69,09/03/21 15:40,tab,finished,4,text
bf6b8223d92e,09/03/21 15:40,tab,finished,204,text
68058f1a9c69,09/03/21 15:40,tab,finished,7,text
68058f1a9c69,09/03/21 15:40,button_embed,finished,6,text
68058f1a9c69,09/03/21 15:42,button_embed,finished,6,text
23825e66b683,09/03/21 15:42,sdk,finished,0,text
bf6b8223d92e,09/03/21 15:42,tab,finished,396,text
e901326308d7,09/03/21 15:42,offline_phone,finished,10,phone
23825e66b683,09/03/21 15:42,sdk,finished,4,text
68058f1a9c69,09/03/21 15:42,button_embed,finished,28,text
e901326308d7,09/03/21 15:42,offline_phone,finished,4,phone
bf6b8223d92e,09/03/21 15:42,tab,finished,5,text
e901326308d7,09/03/21 15:43,offline_phone,finished,6,phone
68058f1a9c69,09/03/21 15:43,button_embed,finished,2,text
23825e66b683,09/03/21 15:44,sdk,finished,1,text
68058f1a9c69,09/03/21 15:46,button_embed,finished,2,text
68058f1a9c69,09/03/21 15:46,tab,finished,5,text
23825e66b683,09/03/21 15:46,sdk,finished,4,text
bf6b8223d92e,09/03/21 15:46,tab,finished,10,text
bf6b8223d92e,09/03/21 15:47,tab,finished,246,text
68058f1a9c69,09/03/21 15:47,tab,canceled,9,text
bf6b8223d92e,09/03/21 15:48,tab,finished,13,text
bf6b8223d92e,09/03/21 15:49,tab,finished,50,text
23825e66b683,09/03/21 15:49,sdk,finished,1,text
68058f1a9c69,09/03/21 15:50,button_embed,finished,3,text
68058f1a9c69,09/03/21 15:51,button_embed,finished,3,text
68058f1a9c69,09/03/21 15:51,button_embed,finished,5,text
68058f1a9c69,09/03/21 15:52,button_embed,finished,7,text
68058f1a9c69,09/03/21 15:53,tab,finished,4,text
e901326308d7,09/03/21 15:53,offline_phone,canceled,84,phone
68058f1a9c69,09/03/21 15:53,button_embed,finished,4,text
bf6b8223d92e,09/03/21 15:53,tab,finished,9,text
bf6b8223d92e,09/03/21 15:53,tab,finished,110,text
68058f1a9c69,09/03/21 15:54,button_embed,finished,17,text
e901326308d7,09/03/21 15:54,offline_phone,finished,8,phone
68058f1a9c69,09/03/21 15:54,button_embed,finished,14,text
68058f1a9c69,09/03/21 15:54,tab,finished,55,text
68058f1a9c69,09/03/21 15:55,tab,finished,9,text
68058f1a9c69,09/03/21 15:55,tab,finished,11,text
bf6b8223d92e,09/03/21 15:55,tab,finished,9,text
e901326308d7,09/03/21 15:56,offline_phone,finished,102,phone
68058f1a9c69,09/03/21 15:56,button_embed,finished,4,text
68058f1a9c69,09/03/21 15:58,button_embed,finished,110,text
23825e66b683,09/03/21 15:58,sdk,finished,3,text
bf6b8223d92e,09/03/21 15:58,tab,finished,66,text
68058f1a9c69,09/03/21 15:58,button_embed,finished,5,text
bf6b8223d92e,09/03/21 15:58,tab,finished,14,text
23825e66b683,09/03/21 15:58,sdk,finished,3,text
68058f1a9c69,09/03/21 15:59,button_embed,finished,8,text
23825e66b683,09/03/21 15:59,sdk,finished,1,text
23825e66b683,09/03/21 15:59,sdk,finished,1,text
23825e66b683,09/03/21 15:59,sdk,finished,2,text
68058f1a9c69,09/03/21 15:59,tab,finished,10,text
68058f1a9c69,09/03/21 16:00,button_embed,finished,10,text
bf6b8223d92e,09/03/21 16:00,tab,finished,17,text
bf6b8223d92e,09/03/21 16:01,tab,finished,112,text
bf6b8223d92e,09/03/21 16:01,tab,finished,95,text
bf6b8223d92e,09/03/21 16:02,tab,finished,161,text
bf6b8223d92e,09/03/21 16:02,tab,finished,13,text
bf6b8223d92e,09/03/21 16:02,tab,finished,52,text
bf6b8223d92e,09/03/21 16:02,tab,finished,7,text
bf6b8223d92e,09/03/21 16:02,tab,finished,53,text
bf6b8223d92e,09/03/21 16:02,tab,finished,48,text
bf6b8223d92e,09/03/21 16:03,tab,finished,149,text
bf6b8223d92e,09/03/21 16:03,tab,finished,67,text
bf6b8223d92e,09/03/21 16:04,tab,finished,16,text
23825e66b683,09/03/21 16:04,sdk,finished,3,text
e901326308d7,09/03/21 16:04,offline_phone,finished,81,phone
e901326308d7,09/03/21 16:05,offline_phone,finished,42,phone
bf6b8223d92e,09/03/21 16:06,tab,finished,38,text
23825e66b683,09/03/21 16:06,sdk,finished,2,text
68058f1a9c69,09/03/21 16:06,button_embed,finished,5,text
bf6b8223d92e,09/03/21 16:07,tab,finished,3,text
68058f1a9c69,09/03/21 16:07,button_embed,finished,2,text
68058f1a9c69,09/03/21 16:07,tab,finished,3,text
68058f1a9c69,09/03/21 16:07,button_embed,finished,20,text
68058f1a9c69,09/03/21 16:07,button_embed,finished,38,text
68058f1a9c69,09/03/21 16:07,button_embed,finished,101,text
bf6b8223d92e,09/03/21 16:07,tab,finished,6,text
68058f1a9c69,09/03/21 16:07,button_embed,finished,19,text
bf6b8223d92e,09/03/21 16:07,tab,finished,43,text
bf6b8223d92e,09/03/21 16:07,tab,finished,167,text
bf6b8223d92e,09/03/21 16:08,tab,finished,204,text
e901326308d7,09/03/21 16:09,offline_phone,finished,115,phone
68058f1a9c69,09/03/21 16:09,button_embed,finished,7,text
68058f1a9c69,09/03/21 16:09,tab,finished,9,text
68058f1a9c69,09/03/21 16:09,button_embed,finished,4,text
68058f1a9c69,09/03/21 16:10,button_embed,finished,6,text
68058f1a9c69,09/03/21 16:10,tab,finished,3,text
68058f1a9c69,09/03/21 16:10,button_embed,finished,2,text
68058f1a9c69,09/03/21 16:11,button_embed,finished,2,text
68058f1a9c69,09/03/21 16:12,button_embed,finished,5,text
68058f1a9c69,09/03/21 16:12,button_embed,finished,5,text
e901326308d7,09/03/21 16:13,offline_phone,canceled,188,phone
bf6b8223d92e,09/03/21 16:13,tab,finished,346,text
68058f1a9c69,09/03/21 16:13,button_embed,finished,29,text
68058f1a9c69,09/03/21 16:13,button_embed,finished,146,text
68058f1a9c69,09/03/21 16:13,button_embed,canceled,16,text
23825e66b683,09/03/21 16:14,sdk,finished,0,text
68058f1a9c69,09/03/21 16:14,tab,finished,18,text
68058f1a9c69,09/03/21 16:14,button_embed,finished,7,text
68058f1a9c69,09/03/21 16:14,tab,finished,21,text
bf6b8223d92e,09/03/21 16:15,tab,finished,205,text
bf6b8223d92e,09/03/21 16:15,tab,finished,193,text
68058f1a9c69,09/03/21 16:15,button_embed,finished,3,text
bf6b8223d92e,09/03/21 16:15,tab,finished,73,text
bf6b8223d92e,09/03/21 16:15,tab,finished,22,text
bf6b8223d92e,09/03/21 16:16,tab,finished,164,text
68058f1a9c69,09/03/21 16:16,button_embed,finished,10,text
68058f1a9c69,09/03/21 16:17,button_embed,finished,102,text
bf6b8223d92e,09/03/21 16:17,tab,finished,305,text
68058f1a9c69,09/03/21 16:17,button_embed,finished,73,text
68058f1a9c69,09/03/21 16:17,button_embed,finished,9,text
68058f1a9c69,09/03/21 16:17,tab,finished,10,text
23825e66b683,09/03/21 16:18,sdk,finished,0,text
bf6b8223d92e,09/03/21 16:18,tab,finished,13,text
bf6b8223d92e,09/03/21 16:18,tab,finished,51,text
68058f1a9c69,09/03/21 16:18,button_embed,finished,3,text
bf6b8223d92e,09/03/21 16:19,tab,finished,312,text
23825e66b683,09/03/21 16:19,sdk,finished,0,text
68058f1a9c69,09/03/21 16:21,button_embed,canceled,16,text
bf6b8223d92e,09/03/21 16:21,tab,finished,271,text
23825e66b683,09/03/21 16:21,sdk,finished,4,text
bf6b8223d92e,09/03/21 16:22,tab,finished,12,text
23825e66b683,09/03/21 16:22,sdk,finished,1,text
68058f1a9c69,09/03/21 16:22,button_embed,finished,12,text
bf6b8223d92e,09/03/21 16:23,tab,finished,385,text
23825e66b683,09/03/21 16:23,sdk,finished,0,text
bf6b8223d92e,09/03/21 16:24,tab,canceled,18,text
68058f1a9c69,09/03/21 16:24,button_embed,finished,7,text
bf6b8223d92e,09/03/21 16:24,tab,finished,210,text
e901326308d7,09/03/21 16:25,offline_phone,finished,16,phone
68058f1a9c69,09/03/21 16:25,button_embed,finished,13,text
bf6b8223d92e,09/03/21 16:25,tab,finished,309,text
68058f1a9c69,09/03/21 16:25,button_embed,finished,17,text
bf6b8223d92e,09/03/21 16:25,tab,finished,80,text
bf6b8223d92e,09/03/21 16:25,tab,finished,647,text
bf6b8223d92e,09/03/21 16:26,tab,finished,241,text
68058f1a9c69,09/03/21 16:26,button_embed,finished,9,text
23825e66b683,09/03/21 16:27,sdk,finished,4,text
23825e66b683,09/03/21 16:28,sdk,finished,2,text
bf6b8223d92e,09/03/21 16:28,tab,finished,105,text
68058f1a9c69,09/03/21 16:29,button_embed,finished,9,text
bf6b8223d92e,09/03/21 16:29,tab,finished,181,text
bf6b8223d92e,09/03/21 16:29,tab,finished,112,text
68058f1a9c69,09/03/21 16:30,tab,finished,6,text
68058f1a9c69,09/03/21 16:30,tab,finished,8,text
bf6b8223d92e,09/03/21 16:30,tab,finished,486,text
bf6b8223d92e,09/03/21 16:30,tab,finished,242,text
bf6b8223d92e,09/03/21 16:31,tab,finished,213,text
bf6b8223d92e,09/03/21 16:31,tab,finished,298,text
68058f1a9c69,09/03/21 16:31,button_embed,finished,5,text
68058f1a9c69,09/03/21 16:31,button_embed,finished,4,text
bf6b8223d92e,09/03/21 16:31,tab,finished,222,text
bf6b8223d92e,09/03/21 16:32,tab,finished,5,text
68058f1a9c69,09/03/21 16:32,button_embed,finished,6,text
68058f1a9c69,09/03/21 16:32,button_embed,finished,7,text
23825e66b683,09/03/21 16:32,sdk,finished,0,text
68058f1a9c69,09/03/21 16:32,button_embed,finished,5,text
68058f1a9c69,09/03/21 16:33,tab,finished,8,text
bf6b8223d92e,09/03/21 16:33,tab,finished,103,text
68058f1a9c69,09/03/21 16:33,tab,finished,11,text
bf6b8223d92e,09/03/21 16:34,tab,canceled,14,text
e901326308d7,09/03/21 16:34,offline_phone,finished,10,phone
23825e66b683,09/03/21 16:35,sdk,finished,1,text
68058f1a9c69,09/03/21 16:36,button_embed,finished,16,text
68058f1a9c69,09/03/21 16:36,tab,finished,2,text
23825e66b683,09/03/21 16:36,sdk,finished,1,text
68058f1a9c69,09/03/21 16:36,button_embed,finished,3,text
e901326308d7,09/03/21 16:37,offline_phone,finished,14,phone
bf6b8223d92e,09/03/21 16:37,tab,finished,171,text
68058f1a9c69,09/03/21 16:38,tab,finished,5,text
bf6b8223d92e,09/03/21 16:38,tab,finished,309,text
bf6b8223d92e,09/03/21 16:39,tab,finished,5,text
68058f1a9c69,09/03/21 16:40,button_embed,finished,62,text
68058f1a9c69,09/03/21 16:41,button_embed,finished,37,text
68058f1a9c69,09/03/21 16:41,tab,finished,5,text
68058f1a9c69,09/03/21 16:41,button_embed,finished,34,text
bf6b8223d92e,09/03/21 16:41,tab,finished,268,text
68058f1a9c69,09/03/21 16:41,button_embed,finished,37,text
23825e66b683,09/03/21 16:41,sdk,finished,1,text
23825e66b683,09/03/21 16:41,sdk,finished,1,text
68058f1a9c69,09/03/21 16:41,button_embed,finished,8,text
23825e66b683,09/03/21 16:41,sdk,finished,2,text
68058f1a9c69,09/03/21 16:41,tab,finished,3,text
bf6b8223d92e,09/03/21 16:43,tab,finished,3,text
bf6b8223d92e,09/03/21 16:43,tab,finished,389,text
68058f1a9c69,09/03/21 16:43,tab,finished,6,text
68058f1a9c69,09/03/21 16:43,button_embed,finished,6,text
bf6b8223d92e,09/03/21 16:43,tab,finished,508,text
bf6b8223d92e,09/03/21 16:44,tab,finished,174,text
bf6b8223d92e,09/03/21 16:44,tab,finished,35,text
68058f1a9c69,09/03/21 16:44,tab,finished,4,text
bf6b8223d92e,09/03/21 16:44,tab,finished,105,text
68058f1a9c69,09/03/21 16:44,tab,finished,8,text
23825e66b683,09/03/21 16:45,sdk,finished,2,text
bf6b8223d92e,09/03/21 16:45,tab,finished,286,text
68058f1a9c69,09/03/21 16:45,button_embed,canceled,41,text
23825e66b683,09/03/21 16:45,sdk,finished,2,text
68058f1a9c69,09/03/21 16:45,tab,finished,17,text
e901326308d7,09/03/21 16:46,offline_phone,finished,7,phone
bf6b8223d92e,09/03/21 16:46,tab,disconnected,69,text
bf6b8223d92e,09/03/21 16:46,tab,finished,9,text
bf6b8223d92e,09/03/21 16:47,tab,finished,403,text
68058f1a9c69,09/03/21 16:47,tab,finished,12,text
68058f1a9c69,09/03/21 16:47,button_embed,finished,7,text
68058f1a9c69,09/03/21 16:48,button_embed,finished,9,text
68058f1a9c69,09/03/21 16:48,button_embed,finished,50,text
68058f1a9c69,09/03/21 16:48,button_embed,finished,3,text
e901326308d7,09/03/21 16:49,offline_phone,finished,12,phone
68058f1a9c69,09/03/21 16:49,button_embed,canceled,6,text
bf6b8223d92e,09/03/21 16:50,tab,finished,183,text
23825e66b683,09/03/21 16:50,sdk,finished,3,text
68058f1a9c69,09/03/21 16:50,button_embed,finished,15,text
